timestamp,zone_id,sensor_anomaly_score,active_permits,permit_overlap_count,has_hot_work,has_confined_space,has_electrical_isolation,simops_conflict,worker_count,worker_exposure_duration,maintenance_overdue,equipment_health_avg,recent_near_miss_count,shift_change,risk_score,is_incident_imminent,combustible_gas_val,combustible_gas_avg_30m,combustible_gas_std_30m,combustible_gas_slope_30m,toxic_gas_val,toxic_gas_avg_30m,toxic_gas_std_30m,toxic_gas_slope_30m,oxygen_val,oxygen_avg_30m,oxygen_std_30m,oxygen_slope_30m,ventilation_val,ventilation_avg_30m,ventilation_std_30m,ventilation_slope_30m,pressure_val,pressure_avg_30m,pressure_std_30m,pressure_slope_30m,vibration_val,vibration_avg_30m,vibration_std_30m,vibration_slope_30m,temperature_val,temperature_avg_30m,temperature_std_30m,temperature_slope_30m
2026-07-01T12:26:37.608452,Z-7,0.192,0,0,0,0,0,0,30,89,207,94.28714285714285,0,0,6.79,0,0.017,0.006,0.008,0.002,0.018,0.006,0.008,0.002,20.934,20.921,0.009,0.002,94.991,94.949,0.074,0.015,9.992,9.99,0.039,0.005,1.269,1.238,0.028,0.007,24.527,24.639,0.113,-0.027
2026-07-01T12:26:37.608452,Z-9,0.147,0,0,0,0,0,0,25,63,172,92.83285714285714,0,0,8.68,0,0.015,0.005,0.007,0.001,0.0,0.0,0.0,0.0,20.882,20.881,0.008,-0.001,95.24,95.176,0.05,0.007,9.974,9.987,0.025,-0.005,1.163,1.185,0.022,-0.005,25.128,25.208,0.065,-0.008
2026-07-01T12:31:37.608452,Z-1,0.244,0,0,0,0,0,0,26,17,215,94.76428571428572,0,0,6.32,0,0.011,0.009,0.006,0.001,0.015,0.006,0.006,0.001,20.882,20.885,0.006,-0.0,95.598,95.337,0.201,0.036,10.105,10.062,0.05,0.008,1.178,1.183,0.013,-0.002,25.309,25.13,0.115,0.014
2026-07-01T12:31:37.608452,Z-3,0.005,0,0,0,0,0,0,26,58,175,96.66000000000001,0,0,9.32,0,0.0,0.002,0.003,-0.0,0.012,0.007,0.007,0.001,20.892,20.892,0.006,0.001,94.776,94.836,0.071,-0.007,9.953,9.943,0.031,-0.001,1.129,1.155,0.028,-0.005,24.936,24.828,0.092,0.007
2026-07-01T12:31:37.608452,Z-4,0.063,0,0,0,0,0,0,22,18,133,96.854,0,0,5.55,0,0.011,0.006,0.004,0.001,0.022,0.021,0.008,0.001,20.914,20.911,0.008,0.001,94.835,94.804,0.049,-0.002,9.967,9.972,0.042,0.004,1.317,1.27,0.032,0.006,25.272,25.194,0.082,0.007
2026-07-01T12:31:37.608452,Z-8,0.292,1,0,0,0,0,0,32,43,185,94.185,0,0,6.95,0,0.005,0.006,0.005,0.0,0.035,0.014,0.015,0.002,20.95,20.927,0.017,0.003,94.957,94.92,0.076,0.01,10.105,10.013,0.064,0.007,1.215,1.22,0.026,0.002,25.064,25.226,0.104,-0.012
2026-07-01T12:36:37.608452,Z-3,0.267,0,0,0,0,0,0,26,25,175,96.66000000000001,0,0,8.75,0,0.012,0.004,0.005,0.0,0.0,0.005,0.007,0.0,20.881,20.89,0.007,-0.0,94.836,94.836,0.064,-0.004,10.035,9.961,0.046,0.003,1.13,1.15,0.027,-0.003,24.761,24.814,0.087,0.001
2026-07-01T12:36:37.608452,Z-5,0.094,0,0,0,0,0,0,19,33,161,94.54333333333334,0,0,5.02,0,0.037,0.027,0.013,0.002,0.031,0.015,0.014,0.002,20.865,20.889,0.015,-0.002,95.039,95.117,0.067,0.001,10.385,10.222,0.118,0.017,1.335,1.266,0.049,0.007,24.315,24.587,0.194,-0.027
2026-07-01T12:36:37.608452,Z-8,0.247,2,1,0,0,0,1,32,40,185,94.185,0,0,5.05,0,0.0,0.005,0.005,-0.0,0.043,0.019,0.018,0.002,20.961,20.934,0.02,0.003,94.949,94.926,0.069,0.006,10.028,10.016,0.058,0.004,1.196,1.215,0.025,0.0,24.908,25.162,0.158,-0.019
2026-07-01T12:36:37.608452,Z-9,0.138,0,0,0,0,0,0,25,21,172,92.83285714285714,0,0,11.18,0,0.051,0.019,0.02,0.003,0.0,0.0,0.0,0.0,20.898,20.888,0.01,0.001,95.16,95.176,0.04,0.001,9.938,9.973,0.028,-0.003,1.176,1.18,0.018,-0.002,24.989,25.124,0.115,-0.014
2026-07-01T12:41:37.608452,Z-2,0.007,0,0,0,0,0,0,23,73,155,95.038,0,0,9.79,0,0.001,0.01,0.007,0.0,0.012,0.006,0.006,0.0,20.915,20.918,0.013,0.001,95.005,94.979,0.089,0.008,10.13,10.084,0.029,0.001,1.176,1.177,0.019,-0.0,24.926,24.723,0.122,0.002
2026-07-01T12:41:37.608452,Z-6,0.216,0,0,0,0,0,0,20,14,143,96.842,0,0,7.38,0,0.0,0.008,0.006,-0.001,0.0,0.0,0.0,0.0,20.921,20.903,0.008,0.001,95.23,95.1,0.066,0.004,10.025,9.975,0.033,0.003,1.099,1.129,0.022,-0.002,24.825,25.073,0.142,-0.009
2026-07-01T12:41:37.608452,Z-9,0.191,0,0,0,0,0,0,25,60,172,92.83285714285714,0,0,8.18,0,0.065,0.027,0.025,0.003,0.006,0.001,0.002,0.0,20.907,20.891,0.012,0.001,95.241,95.187,0.044,0.002,10.031,9.982,0.033,-0.0,1.197,1.183,0.017,-0.0,25.218,25.139,0.111,-0.006
2026-07-01T12:46:37.608452,Z-1,0.28,1,0,0,0,1,0,26,79,215,94.76428571428572,0,0,9.54,0,0.005,0.009,0.006,-0.0,0.0,0.007,0.006,-0.0,20.874,20.879,0.009,-0.001,95.895,95.578,0.2,0.023,9.878,10.028,0.083,-0.007,1.135,1.154,0.025,-0.003,25.183,25.241,0.175,0.011
2026-07-01T12:46:37.608452,Z-4,0.115,0,0,0,0,0,0,22,18,133,96.854,0,0,10.72,0,0.0,0.005,0.004,-0.0,0.001,0.017,0.01,-0.001,20.935,20.92,0.009,0.001,94.919,94.851,0.074,0.008,9.959,9.947,0.056,-0.003,1.369,1.307,0.035,0.004,25.074,25.15,0.103,-0.009
2026-07-01T12:46:37.608452,Z-10,0.154,0,0,0,0,0,0,27,72,143,93.424,0,0,11.51,0,0.0,0.007,0.007,-0.0,0.046,0.023,0.016,0.002,20.876,20.896,0.019,-0.002,94.39,94.666,0.219,-0.025,0.0,0.0,0.0,0.0,1.249,1.255,0.015,-0.001,25.049,25.076,0.084,0.002
2026-07-01T12:51:37.608452,Z-3,0.288,0,0,0,0,0,0,26,47,175,96.66000000000001,0,0,11.46,0,0.039,0.017,0.014,0.002,0.0,0.007,0.007,-0.001,20.885,20.884,0.009,-0.001,94.895,94.806,0.064,0.002,9.961,9.996,0.064,0.004,1.124,1.129,0.008,-0.0,24.573,24.724,0.136,-0.013
2026-07-01T12:51:37.608452,Z-9,0.122,0,0,0,0,0,0,25,42,172,92.83285714285714,0,0,6.44,0,0.081,0.054,0.024,0.003,0.005,0.004,0.004,0.0,20.919,20.905,0.014,0.002,95.128,95.172,0.061,-0.005,9.953,9.98,0.035,0.001,1.277,1.203,0.041,0.004,25.224,25.155,0.131,0.01
2026-07-01T12:56:37.608452,Z-1,0.223,1,0,0,0,1,0,26,36,215,94.76428571428572,0,0,8.22,0,0.033,0.015,0.01,0.001,0.0,0.008,0.007,-0.0,20.856,20.872,0.009,-0.001,95.999,95.792,0.173,0.019,9.869,9.953,0.107,-0.012,1.092,1.125,0.031,-0.003,25.459,25.367,0.114,0.001
2026-07-01T12:56:37.608452,Z-6,0.294,0,0,0,0,0,0,20,56,143,96.842,0,0,10.57,0,0.0,0.001,0.002,-0.0,0.0,0.0,0.0,0.0,20.92,20.918,0.014,0.001,95.129,95.16,0.066,0.004,10.079,10.038,0.059,0.006,1.091,1.101,0.031,-0.002,24.458,24.8,0.288,-0.033
2026-07-01T12:56:37.608452,Z-9,0.235,0,0,0,0,0,0,25,13,172,92.83285714285714,0,0,9.4,0,0.085,0.065,0.019,0.002,0.021,0.007,0.007,0.001,20.905,20.909,0.01,0.001,94.935,95.121,0.099,-0.009,9.913,9.97,0.043,-0.001,1.308,1.227,0.052,0.006,25.408,25.202,0.16,0.016
2026-07-01T13:01:37.608452,Z-1,0.167,1,0,0,0,1,0,26,55,215,94.76428571428572,0,0,8.36,0,0.024,0.017,0.011,0.001,0.0,0.005,0.006,-0.0,20.848,20.866,0.011,-0.001,96.18,95.889,0.198,0.023,9.925,9.923,0.083,-0.006,1.052,1.104,0.031,-0.003,25.583,25.413,0.134,0.005
2026-07-01T13:01:37.608452,Z-2,0.205,0,0,0,0,0,0,23,28,155,95.038,0,0,9.73,0,0.016,0.01,0.007,0.0,0.0,0.004,0.006,-0.001,20.913,20.917,0.008,-0.001,95.169,95.044,0.09,0.005,10.209,10.184,0.075,0.007,1.18,1.2,0.032,0.002,25.164,24.924,0.154,0.013
2026-07-01T13:01:37.608452,Z-3,0.137,0,0,0,0,0,0,26,87,175,96.66000000000001,0,0,8.43,0,0.018,0.023,0.008,0.0,0.008,0.004,0.005,-0.0,20.914,20.888,0.014,0.001,94.964,94.844,0.081,0.004,9.938,10.017,0.05,-0.004,1.104,1.123,0.012,-0.001,24.203,24.537,0.181,-0.019
2026-07-01T13:01:37.608452,Z-4,0.259,0,0,0,0,0,0,22,88,133,96.854,0,0,10.29,0,0.0,0.003,0.004,-0.0,0.017,0.009,0.008,-0.0,20.922,20.923,0.006,-0.0,94.62,94.816,0.123,-0.013,10.111,9.99,0.09,0.01,1.363,1.349,0.032,0.003,24.588,24.898,0.202,-0.023
2026-07-01T13:01:37.608452,Z-5,0.075,0,0,0,0,0,0,19,15,161,94.54333333333334,0,0,10.1,0,0.005,0.026,0.011,-0.001,0.028,0.017,0.011,-0.0,20.859,20.87,0.008,-0.0,94.967,94.86,0.122,-0.002,10.45,10.429,0.041,0.004,1.253,1.289,0.027,-0.002,24.3,24.404,0.105,0.001
2026-07-01T13:01:37.608452,Z-8,0.21,1,0,0,0,0,0,32,72,185,94.185,0,0,8.33,0,0.039,0.022,0.017,0.002,0.069,0.059,0.012,0.001,20.948,20.955,0.013,-0.001,95.213,95.082,0.11,0.012,10.133,10.099,0.064,0.006,1.283,1.262,0.038,0.004,24.833,24.929,0.106,-0.007
2026-07-01T13:01:37.608452,Z-10,0.24,0,0,0,0,0,0,27,30,143,93.424,0,0,9.75,0,0.0,0.004,0.006,-0.001,0.066,0.053,0.019,0.002,20.894,20.882,0.007,0.0,94.215,94.37,0.124,-0.013,0.0,0.0,0.0,0.0,1.204,1.234,0.022,-0.002,24.991,25.032,0.109,-0.009
2026-07-01T13:06:37.608452,Z-2,0.136,0,0,0,0,0,0,23,73,155,95.038,0,0,7.47,0,0.024,0.011,0.008,0.001,0.006,0.003,0.005,-0.0,20.903,20.912,0.006,-0.0,95.118,95.051,0.093,0.009,10.292,10.224,0.056,0.005,1.178,1.204,0.026,-0.001,25.359,25.037,0.18,0.016
2026-07-01T13:06:37.608452,Z-5,0.208,0,0,0,0,0,0,19,47,161,94.54333333333334,0,0,7.65,0,0.02,0.023,0.01,-0.001,0.009,0.013,0.009,0.0,20.873,20.871,0.008,-0.0,94.844,94.827,0.093,0.004,10.496,10.447,0.042,0.004,1.241,1.273,0.023,-0.002,24.382,24.416,0.099,-0.003
2026-07-01T13:06:37.608452,Z-10,0.124,0,0,0,0,0,0,27,86,143,93.424,0,0,11.18,0,0.0,0.001,0.001,-0.0,0.071,0.061,0.014,0.001,20.911,20.886,0.013,0.001,94.018,94.274,0.136,-0.014,0.0,0.0,0.0,0.0,1.186,1.222,0.024,-0.003,24.947,24.988,0.075,-0.004
2026-07-01T13:11:37.608452,Z-2,0.031,0,0,0,0,0,0,23,23,155,95.038,0,0,8.94,0,0.021,0.014,0.007,0.001,0.007,0.002,0.003,0.0,20.893,20.909,0.01,-0.001,95.025,95.055,0.092,0.006,10.24,10.242,0.036,0.002,1.159,1.201,0.03,-0.003,25.516,25.136,0.243,0.025
2026-07-01T13:11:37.608452,Z-3,0.243,0,0,0,0,0,0,26,71,175,96.66000000000001,0,0,11.83,0,0.02,0.027,0.008,-0.0,0.015,0.007,0.007,0.001,20.902,20.897,0.014,0.001,94.846,94.86,0.088,0.006,9.983,9.993,0.039,-0.002,1.066,1.102,0.022,-0.002,23.927,24.331,0.263,-0.031
2026-07-01T13:11:37.608452,Z-4,0.122,1,0,1,0,0,0,22,27,133,96.854,0,0,6.72,0,0.019,0.005,0.007,0.0,0.039,0.016,0.014,0.002,20.916,20.924,0.008,-0.0,94.603,94.714,0.122,-0.013,10.275,10.106,0.102,0.012,1.328,1.357,0.021,-0.002,24.616,24.713,0.207,-0.021
2026-07-01T13:11:37.608452,Z-10,0.03,0,0,0,0,0,0,27,71,143,93.424,0,0,9.77,0,0.016,0.003,0.006,0.0,0.091,0.07,0.014,0.001,20.898,20.89,0.013,0.001,94.069,94.215,0.135,-0.014,0.0,0.0,0.0,0.0,1.228,1.217,0.02,-0.001,25.094,25.001,0.085,-0.0
2026-07-01T13:16:37.608452,Z-5,0.05,0,0,0,0,0,0,19,57,161,94.54333333333334,0,0,11.16,0,0.053,0.03,0.016,0.001,0.024,0.015,0.009,0.001,20.891,20.877,0.011,0.001,94.793,94.811,0.096,0.0,10.676,10.522,0.08,0.008,1.239,1.25,0.025,-0.002,24.666,24.479,0.132,0.004
2026-07-01T13:16:37.608452,Z-6,0.136,1,0,0,1,0,0,20,10,143,96.842,0,0,8.16,0,0.017,0.003,0.006,0.0,0.0,0.0,0.0,0.0,20.906,20.913,0.014,-0.001,94.933,95.02,0.126,-0.012,9.93,10.021,0.074,-0.009,1.079,1.079,0.018,-0.0,24.306,24.33,0.125,-0.009
2026-07-01T13:16:37.608452,Z-8,0.216,1,0,0,0,0,0,32,62,185,94.185,0,0,10.35,0,0.048,0.038,0.005,0.0,0.073,0.069,0.005,-0.0,20.944,20.945,0.006,0.0,95.209,95.186,0.053,-0.0,10.133,10.122,0.049,-0.004,1.305,1.287,0.018,-0.0,24.482,24.76,0.139,-0.014
2026-07-01T13:21:37.608452,Z-1,0.164,1,0,0,0,1,0,26,41,215,94.76428571428572,0,0,8.62,0,0.018,0.016,0.01,-0.001,0.034,0.017,0.015,0.002,20.844,20.842,0.01,-0.001,95.983,96.07,0.065,-0.002,9.955,9.919,0.035,0.002,1.138,1.095,0.029,0.003,26.065,25.886,0.292,0.031
2026-07-01T13:21:37.608452,Z-2,0.23,0,0,0,0,0,0,23,23,155,95.038,0,0,6.83,0,0.007,0.016,0.005,-0.0,0.0,0.002,0.003,0.0,20.911,20.907,0.009,-0.0,94.954,95.061,0.078,-0.008,10.126,10.22,0.061,-0.006,1.17,1.185,0.023,-0.002,25.223,25.252,0.167,0.01
2026-07-01T13:21:37.608452,Z-3,0.17,0,0,0,0,0,0,26,15,175,96.66000000000001,0,0,9.17,0,0.047,0.029,0.01,0.001,0.016,0.009,0.007,0.0,20.894,20.904,0.007,-0.0,94.815,94.887,0.062,-0.001,10.069,9.998,0.042,0.002,1.061,1.088,0.021,-0.002,23.915,24.106,0.184,-0.02
2026-07-01T13:21:37.608452,Z-5,0.199,0,0,0,0,0,0,19,86,161,94.54333333333334,0,0,8.18,0,0.072,0.035,0.022,0.002,0.019,0.018,0.006,0.0,20.874,20.876,0.011,0.001,94.904,94.849,0.08,-0.003,10.605,10.546,0.079,0.008,1.205,1.241,0.03,-0.003,24.514,24.461,0.118,0.01
2026-07-01T13:26:37.608452,Z-2,0.057,0,0,0,0,0,0,23,29,155,95.038,0,0,8.67,0,0.024,0.018,0.006,-0.0,0.008,0.003,0.003,0.0,20.925,20.908,0.01,0.001,95.001,95.042,0.076,-0.008,10.081,10.185,0.07,-0.007,1.205,1.181,0.015,0.001,25.268,25.302,0.113,-0.001
2026-07-01T13:26:37.608452,Z-5,0.21,0,0,0,0,0,0,19,29,161,94.54333333333334,0,0,7.88,0,0.063,0.042,0.024,0.003,0.003,0.016,0.009,-0.0,20.858,20.873,0.012,0.0,94.943,94.861,0.087,0.001,10.608,10.568,0.075,0.007,1.164,1.219,0.03,-0.003,24.353,24.454,0.123,0.005
2026-07-01T13:26:37.608452,Z-7,0.08,2,1,0,0,1,1,30,74,207,94.28714285714285,0,0,10.92,0,0.059,0.04,0.011,0.001,0.05,0.022,0.018,0.002,20.978,20.97,0.006,0.001,94.68,94.763,0.158,-0.016,9.977,9.887,0.067,0.007,1.263,1.279,0.022,0.001,25.084,24.938,0.127,0.013
2026-07-01T13:26:37.608452,Z-8,0.091,1,0,0,0,0,0,32,68,185,94.185,0,0,9.05,0,0.052,0.04,0.007,0.0,0.059,0.067,0.006,-0.0,20.953,20.949,0.004,0.0,95.078,95.151,0.076,-0.006,10.157,10.114,0.041,0.002,1.296,1.289,0.016,0.001,24.219,24.55,0.249,-0.028
2026-07-01T13:31:37.608452,Z-2,0.151,0,0,0,0,0,0,23,18,155,95.038,0,0,9.84,0,0.006,0.016,0.007,-0.0,0.0,0.003,0.003,-0.0,20.942,20.913,0.016,0.002,94.981,95.011,0.053,-0.005,10.09,10.166,0.077,-0.009,1.21,1.186,0.019,0.002,25.11,25.293,0.125,-0.012
2026-07-01T13:31:37.608452,Z-7,0.124,2,1,0,0,1,1,30,39,207,94.28714285714285,0,0,7.03,0,0.077,0.048,0.016,0.002,0.061,0.032,0.02,0.002,20.976,20.971,0.006,0.001,94.626,94.695,0.106,-0.009,10.075,9.938,0.073,0.007,1.26,1.28,0.021,-0.001,25.16,25.008,0.115,0.011
2026-07-01T13:31:37.608452,Z-9,0.024,0,0,0,0,0,0,25,65,172,92.83285714285714,0,0,11.75,0,0.075,0.077,0.006,-0.001,0.02,0.024,0.005,-0.0,20.895,20.899,0.011,-0.001,94.795,94.859,0.057,0.0,9.983,10.016,0.037,-0.002,1.245,1.284,0.022,-0.001,25.164,25.327,0.148,0.002
2026-07-01T13:31:37.608452,Z-10,0.244,0,0,0,0,0,0,27,32,143,93.424,0,0,9.54,0,0.0,0.003,0.006,-0.0,0.068,0.07,0.011,-0.001,20.893,20.903,0.009,-0.001,94.137,94.127,0.091,0.008,0.0,0.0,0.0,0.0,1.195,1.222,0.029,-0.0,25.121,25.139,0.116,0.009
2026-07-01T13:41:37.608452,Z-1,0.077,1,0,0,0,1,0,26,87,215,94.76428571428572,0,0,5.16,0,0.01,0.009,0.008,0.0,0.052,0.036,0.008,0.0,20.883,20.862,0.021,0.002,96.187,96.049,0.095,0.006,9.966,9.923,0.028,0.0,1.198,1.153,0.034,0.004,25.866,26.054,0.125,-0.012
2026-07-01T13:41:37.608452,Z-4,0.201,1,0,1,0,0,0,22,21,133,96.854,0,0,7.74,0,0.034,0.021,0.015,0.002,0.022,0.032,0.008,-0.001,20.922,20.92,0.009,0.001,94.623,94.754,0.102,-0.009,10.37,10.33,0.038,0.0,1.203,1.232,0.024,-0.002,24.197,24.444,0.138,-0.009
2026-07-01T13:41:37.608452,Z-6,0.078,1,0,0,1,0,0,20,60,143,96.842,0,0,5.24,0,0.006,0.016,0.012,-0.001,0.0,0.0,0.0,0.0,20.909,20.91,0.004,0.0,95.006,95.02,0.062,0.002,10.085,9.979,0.057,0.006,1.117,1.117,0.023,0.002,24.139,24.176,0.09,-0.006
2026-07-01T13:46:37.608452,Z-5,0.19,0,0,0,0,0,0,19,60,161,94.54333333333334,0,0,11.85,0,0.077,0.071,0.004,0.0,0.009,0.009,0.005,-0.0,20.843,20.852,0.012,-0.001,95.215,95.02,0.099,0.011,10.864,10.719,0.092,0.01,1.066,1.125,0.048,-0.005,24.556,24.451,0.086,0.005
2026-07-01T13:51:37.608452,Z-1,0.092,1,0,0,0,1,0,26,60,215,94.76428571428572,0,0,7.15,0,0.033,0.016,0.011,0.001,0.074,0.045,0.017,0.002,20.852,20.869,0.011,-0.001,96.164,96.125,0.142,0.014,9.896,9.918,0.028,0.001,1.17,1.171,0.025,0.002,25.868,25.921,0.128,-0.011
2026-07-01T13:51:37.608452,Z-4,0.198,1,0,1,0,0,0,22,64,133,96.854,0,0,11.76,0,0.025,0.03,0.008,0.0,0.035,0.032,0.006,-0.0,20.93,20.925,0.008,0.0,94.527,94.672,0.095,-0.01,10.357,10.339,0.042,0.003,1.268,1.233,0.022,0.002,24.41,24.402,0.14,-0.008
2026-07-01T13:51:37.608452,Z-5,0.014,0,0,0,0,0,0,19,18,161,94.54333333333334,0,0,7.49,0,0.061,0.069,0.005,0.0,0.0,0.006,0.003,-0.0,20.857,20.85,0.008,-0.0,95.034,95.042,0.085,0.006,10.926,10.772,0.103,0.012,1.021,1.094,0.046,-0.005,24.509,24.45,0.085,0.009
2026-07-01T13:51:37.608452,Z-7,0.22,3,2,0,1,1,1,30,43,207,94.28714285714285,0,0,6.95,0,0.086,0.07,0.01,0.001,0.101,0.081,0.021,0.002,20.957,20.964,0.01,-0.001,94.451,94.572,0.081,-0.006,10.183,10.109,0.069,0.008,1.396,1.317,0.049,0.006,25.585,25.372,0.195,0.022
2026-07-01T13:56:37.608452,Z-2,0.01,0,0,0,0,0,0,23,15,155,95.038,0,0,6.89,0,0.0,0.001,0.002,-0.0,0.018,0.014,0.009,0.001,20.95,20.952,0.007,0.0,94.831,94.907,0.071,-0.005,9.931,9.997,0.048,-0.005,1.164,1.221,0.03,-0.002,25.219,25.124,0.112,0.007
2026-07-01T13:56:37.608452,Z-5,0.258,0,0,0,0,0,0,19,61,161,94.54333333333334,0,0,7.75,0,0.077,0.071,0.005,0.0,0.02,0.008,0.006,0.0,20.841,20.847,0.008,-0.0,95.199,95.085,0.088,0.007,10.915,10.824,0.083,0.009,1.036,1.073,0.037,-0.004,24.467,24.469,0.073,0.005
2026-07-01T13:56:37.608452,Z-8,0.273,2,1,0,0,0,1,32,63,185,94.185,0,0,9.28,0,0.068,0.049,0.014,0.0,0.041,0.037,0.01,-0.001,21.009,20.986,0.012,0.001,94.888,95.008,0.127,-0.014,9.852,9.936,0.087,-0.01,1.431,1.398,0.041,0.004,23.688,24.023,0.221,-0.025
2026-07-01T14:01:37.608452,Z-3,0.281,0,0,0,0,0,0,26,74,175,96.66000000000001,0,0,11.06,0,0.023,0.011,0.011,-0.0,0.073,0.053,0.015,0.002,20.945,20.951,0.012,0.001,94.764,94.757,0.07,0.002,10.174,10.184,0.043,-0.004,1.064,1.017,0.029,0.001,24.212,24.178,0.079,-0.0
2026-07-01T14:01:37.608452,Z-6,0.24,1,0,0,0,0,0,20,43,143,96.842,0,0,8.17,0,0.037,0.014,0.014,0.001,0.0,0.0,0.0,0.0,20.912,20.908,0.007,-0.0,95.331,95.122,0.117,0.01,10.092,10.086,0.042,0.003,1.181,1.135,0.027,0.001,23.709,23.883,0.17,-0.018
2026-07-01T14:01:37.608452,Z-8,0.241,2,1,0,0,0,1,32,87,185,94.185,0,0,8.77,0,0.073,0.051,0.016,0.002,0.045,0.037,0.009,-0.0,21.015,20.993,0.014,0.002,94.858,94.958,0.117,-0.012,9.845,9.897,0.064,-0.007,1.404,1.408,0.032,0.002,23.622,23.904,0.213,-0.024
2026-07-01T14:06:37.608452,Z-4,0.057,0,0,0,0,0,0,22,56,133,96.854,0,0,9.21,0,0.008,0.02,0.013,-0.001,0.015,0.029,0.009,-0.0,20.948,20.936,0.012,0.001,94.629,94.654,0.089,0.004,10.334,10.35,0.029,-0.002,1.318,1.262,0.034,0.004,24.005,24.206,0.132,-0.01
