timestamp,worker_id,zone_id,event_type
2026-07-01T17:42:23.855595,W-165,Z-10,ENTRY
2026-07-01T18:07:23.855595,W-86,Z-1,ENTRY
2026-07-01T18:07:23.855595,W-61,Z-8,ENTRY
2026-07-01T18:07:23.855595,W-207,Z-6,ENTRY
2026-07-01T18:07:23.855595,W-72,Z-9,ENTRY
2026-07-01T18:07:23.855595,W-222,Z-1,ENTRY
2026-07-01T18:07:23.855595,W-198,Z-8,ENTRY
2026-07-01T18:07:23.855595,W-96,Z-4,ENTRY
2026-07-01T18:07:23.855595,W-137,Z-4,ENTRY
2026-07-01T18:32:23.855595,W-187,Z-9,ENTRY
2026-07-01T18:32:23.855595,W-96,Z-7,ENTRY
2026-07-01T18:32:23.855595,W-149,Z-4,ENTRY
2026-07-01T18:32:23.855595,W-48,Z-10,ENTRY
2026-07-01T18:32:23.855595,W-31,Z-4,ENTRY
2026-07-01T18:32:23.855595,W-105,Z-10,ENTRY
2026-07-01T18:32:23.855595,W-98,Z-5,ENTRY
2026-07-01T18:32:23.855595,W-250,Z-9,ENTRY
2026-07-01T18:57:23.855595,W-179,Z-5,ENTRY
2026-07-01T18:57:23.855595,W-208,Z-1,ENTRY
2026-07-01T18:57:23.855595,W-118,Z-4,ENTRY
2026-07-01T18:57:23.855595,W-15,Z-5,ENTRY
2026-07-01T19:22:23.855595,W-91,Z-1,ENTRY
2026-07-01T19:22:23.855595,W-185,Z-7,ENTRY
2026-07-01T19:22:23.855595,W-56,Z-3,ENTRY
2026-07-01T19:22:23.855595,W-208,Z-5,ENTRY
2026-07-01T19:22:23.855595,W-215,Z-1,ENTRY
2026-07-01T19:22:23.855595,W-81,Z-2,ENTRY
2026-07-01T19:47:23.855595,W-105,Z-6,ENTRY
2026-07-01T19:47:23.855595,W-133,Z-4,ENTRY
2026-07-01T19:47:23.855595,W-116,Z-10,ENTRY
2026-07-01T20:12:23.855595,W-53,Z-4,ENTRY
2026-07-01T20:12:23.855595,W-229,Z-5,ENTRY
2026-07-01T20:12:23.855595,W-237,Z-7,ENTRY
2026-07-01T20:12:23.855595,W-120,Z-5,ENTRY
2026-07-01T20:12:23.855595,W-166,Z-7,ENTRY
2026-07-01T20:12:23.855595,W-69,Z-7,ENTRY
2026-07-01T20:12:23.855595,W-222,Z-7,ENTRY
2026-07-01T20:12:23.855595,W-191,Z-1,ENTRY
2026-07-01T20:12:23.855595,W-64,Z-4,ENTRY
2026-07-01T20:12:23.855595,W-218,Z-3,ENTRY
2026-07-01T20:12:23.855595,W-232,Z-8,ENTRY
2026-07-01T20:37:23.855595,W-211,Z-10,ENTRY
2026-07-01T20:37:23.855595,W-68,Z-2,ENTRY
2026-07-01T20:37:23.855595,W-86,Z-10,ENTRY
2026-07-01T20:37:23.855595,W-38,Z-1,ENTRY
2026-07-01T20:37:23.855595,W-182,Z-10,ENTRY
2026-07-01T20:37:23.855595,W-73,Z-2,ENTRY
2026-07-01T20:37:23.855595,W-14,Z-2,ENTRY
2026-07-01T21:02:23.855595,W-46,Z-8,ENTRY
2026-07-01T21:02:23.855595,W-112,Z-1,ENTRY
2026-07-01T21:02:23.855595,W-124,Z-9,ENTRY
2026-07-01T21:02:23.855595,W-29,Z-10,ENTRY
2026-07-01T21:02:23.855595,W-84,Z-2,ENTRY
2026-07-01T21:27:23.855595,W-77,Z-9,ENTRY
2026-07-01T21:27:23.855595,W-68,Z-10,ENTRY
2026-07-01T21:27:23.855595,W-226,Z-8,ENTRY
2026-07-01T21:27:23.855595,W-122,Z-10,ENTRY
2026-07-01T21:27:23.855595,W-163,Z-8,ENTRY
2026-07-01T21:27:23.855595,W-52,Z-9,ENTRY
2026-07-01T21:27:23.855595,W-51,Z-4,ENTRY
2026-07-01T21:27:23.855595,W-221,Z-1,ENTRY
2026-07-01T21:27:23.855595,W-110,Z-2,ENTRY
2026-07-01T21:27:23.855595,W-68,Z-5,ENTRY
2026-07-01T21:27:23.855595,W-56,Z-6,ENTRY
2026-07-01T21:52:23.855595,W-221,Z-6,ENTRY
2026-07-01T21:52:23.855595,W-70,Z-8,ENTRY
2026-07-01T21:52:23.855595,W-136,Z-10,ENTRY
2026-07-01T21:52:23.855595,W-54,Z-6,ENTRY
2026-07-01T21:52:23.855595,W-6,Z-6,ENTRY
2026-07-01T21:52:23.855595,W-172,Z-3,ENTRY
2026-07-01T21:52:23.855595,W-105,Z-1,ENTRY
2026-07-01T21:52:23.855595,W-48,Z-8,ENTRY
2026-07-01T21:52:23.855595,W-8,Z-7,ENTRY
2026-07-01T21:52:23.855595,W-221,Z-9,ENTRY
2026-07-01T21:52:23.855595,W-121,Z-6,ENTRY
2026-07-01T21:52:23.855595,W-111,Z-8,ENTRY
2026-07-01T22:17:23.855595,W-124,Z-2,ENTRY
2026-07-01T22:17:23.855595,W-163,Z-9,ENTRY
2026-07-01T22:17:23.855595,W-175,Z-2,ENTRY
2026-07-01T22:17:23.855595,W-242,Z-3,ENTRY
2026-07-01T22:17:23.855595,W-154,Z-3,ENTRY
2026-07-01T22:42:23.855595,W-227,Z-7,ENTRY
2026-07-01T22:42:23.855595,W-237,Z-2,ENTRY
2026-07-01T22:42:23.855595,W-221,Z-4,ENTRY
2026-07-01T22:42:23.855595,W-146,Z-2,ENTRY
2026-07-01T22:42:23.855595,W-33,Z-4,ENTRY
2026-07-01T22:42:23.855595,W-126,Z-8,ENTRY
2026-07-01T22:42:23.855595,W-65,Z-6,ENTRY
2026-07-01T22:42:23.855595,W-154,Z-10,ENTRY
2026-07-01T23:07:23.855595,W-246,Z-2,ENTRY
2026-07-01T23:07:23.855595,W-180,Z-4,ENTRY
2026-07-01T23:07:23.855595,W-233,Z-4,ENTRY
2026-07-01T23:07:23.855595,W-128,Z-7,ENTRY
2026-07-01T23:07:23.855595,W-240,Z-9,ENTRY
2026-07-01T23:07:23.855595,W-115,Z-1,ENTRY
2026-07-01T23:07:23.855595,W-86,Z-9,ENTRY
2026-07-01T23:07:23.855595,W-200,Z-1,ENTRY
2026-07-01T23:07:23.855595,W-126,Z-10,ENTRY
2026-07-01T23:32:23.855595,W-195,Z-1,ENTRY
2026-07-01T23:32:23.855595,W-161,Z-7,ENTRY
2026-07-01T23:32:23.855595,W-217,Z-6,ENTRY
2026-07-01T23:32:23.855595,W-31,Z-1,ENTRY
2026-07-01T23:32:23.855595,W-210,Z-7,ENTRY
2026-07-01T23:32:23.855595,W-69,Z-1,ENTRY
2026-07-01T23:57:23.855595,W-10,Z-8,ENTRY
2026-07-01T23:57:23.855595,W-136,Z-4,ENTRY
2026-07-01T23:57:23.855595,W-195,Z-9,ENTRY
2026-07-01T23:57:23.855595,W-175,Z-5,ENTRY
2026-07-01T23:57:23.855595,W-113,Z-9,ENTRY
2026-07-01T23:57:23.855595,W-188,Z-5,ENTRY
2026-07-01T23:57:23.855595,W-132,Z-4,ENTRY
2026-07-01T23:57:23.855595,W-207,Z-1,ENTRY
2026-07-01T23:57:23.855595,W-59,Z-5,ENTRY
2026-07-01T23:57:23.855595,W-133,Z-6,ENTRY
2026-07-01T23:57:23.855595,W-119,Z-4,ENTRY
2026-07-01T23:57:23.855595,W-111,Z-6,ENTRY
2026-07-02T00:22:23.855595,W-177,Z-1,ENTRY
2026-07-02T00:22:23.855595,W-223,Z-5,ENTRY
2026-07-02T00:22:23.855595,W-225,Z-5,ENTRY
2026-07-02T00:22:23.855595,W-159,Z-3,ENTRY
2026-07-02T00:22:23.855595,W-123,Z-3,ENTRY
2026-07-02T00:22:23.855595,W-132,Z-1,ENTRY
2026-07-02T00:22:23.855595,W-158,Z-1,ENTRY
2026-07-02T00:22:23.855595,W-49,Z-2,ENTRY
2026-07-02T00:22:23.855595,W-222,Z-8,ENTRY
2026-07-02T00:47:23.855595,W-203,Z-7,ENTRY
2026-07-02T00:47:23.855595,W-206,Z-5,ENTRY
2026-07-02T00:47:23.855595,W-63,Z-2,ENTRY
2026-07-02T00:47:23.855595,W-110,Z-8,ENTRY
2026-07-02T00:47:23.855595,W-191,Z-9,ENTRY
2026-07-02T00:47:23.855595,W-84,Z-10,ENTRY
2026-07-02T00:47:23.855595,W-129,Z-5,ENTRY
2026-07-02T00:47:23.855595,W-243,Z-5,ENTRY
2026-07-02T01:12:23.855595,W-228,Z-1,ENTRY
2026-07-02T01:12:23.855595,W-142,Z-9,ENTRY
2026-07-02T01:12:23.855595,W-169,Z-10,ENTRY
2026-07-02T01:12:23.855595,W-231,Z-6,ENTRY
2026-07-02T01:12:23.855595,W-191,Z-10,ENTRY
2026-07-02T01:12:23.855595,W-56,Z-1,ENTRY
2026-07-02T01:12:23.855595,W-52,Z-3,ENTRY
2026-07-02T01:12:23.855595,W-249,Z-1,ENTRY
2026-07-02T01:12:23.855595,W-119,Z-6,ENTRY
2026-07-02T01:37:23.855595,W-2,Z-6,ENTRY
2026-07-02T01:37:23.855595,W-40,Z-7,ENTRY
2026-07-02T01:37:23.855595,W-159,Z-10,ENTRY
2026-07-02T01:37:23.855595,W-32,Z-6,ENTRY
2026-07-02T01:37:23.855595,W-41,Z-4,ENTRY
2026-07-02T01:37:23.855595,W-214,Z-1,ENTRY
2026-07-02T01:37:23.855595,W-231,Z-3,ENTRY
2026-07-02T01:37:23.855595,W-103,Z-7,ENTRY
2026-07-02T02:02:23.855595,W-57,Z-1,ENTRY
2026-07-02T02:02:23.855595,W-246,Z-10,ENTRY
2026-07-02T02:02:23.855595,W-211,Z-3,ENTRY
2026-07-02T02:02:23.855595,W-234,Z-4,ENTRY
2026-07-02T02:02:23.855595,W-92,Z-7,ENTRY
2026-07-02T02:02:23.855595,W-91,Z-5,ENTRY
2026-07-02T02:02:23.855595,W-63,Z-1,ENTRY
2026-07-02T02:27:23.855595,W-153,Z-10,ENTRY
2026-07-02T02:27:23.855595,W-31,Z-6,ENTRY
2026-07-02T02:27:23.855595,W-71,Z-1,ENTRY
2026-07-02T02:27:23.855595,W-206,Z-3,ENTRY
2026-07-02T02:27:23.855595,W-175,Z-8,ENTRY
2026-07-02T02:27:23.855595,W-54,Z-3,ENTRY
2026-07-02T02:27:23.855595,W-7,Z-2,ENTRY
2026-07-02T02:27:23.855595,W-38,Z-10,ENTRY
2026-07-02T02:27:23.855595,W-92,Z-4,ENTRY
2026-07-02T02:27:23.855595,W-24,Z-9,ENTRY
2026-07-02T02:27:23.855595,W-250,Z-6,ENTRY
2026-07-02T02:52:23.855595,W-21,Z-9,ENTRY
2026-07-02T02:52:23.855595,W-36,Z-1,ENTRY
2026-07-02T02:52:23.855595,W-195,Z-7,ENTRY
2026-07-02T02:52:23.855595,W-239,Z-9,ENTRY
2026-07-02T02:52:23.855595,W-33,Z-1,ENTRY
2026-07-02T02:52:23.855595,W-78,Z-9,ENTRY
2026-07-02T02:52:23.855595,W-224,Z-2,ENTRY
2026-07-02T02:52:23.855595,W-201,Z-1,ENTRY
2026-07-02T03:17:23.855595,W-233,Z-1,ENTRY
2026-07-02T03:17:23.855595,W-233,Z-6,ENTRY
2026-07-02T03:17:23.855595,W-74,Z-8,ENTRY
2026-07-02T03:17:23.855595,W-56,Z-9,ENTRY
2026-07-02T03:17:23.855595,W-92,Z-8,ENTRY
2026-07-02T03:17:23.855595,W-194,Z-8,ENTRY
2026-07-02T03:17:23.855595,W-154,Z-8,ENTRY
2026-07-02T03:42:23.855595,W-151,Z-9,ENTRY
2026-07-02T03:42:23.855595,W-241,Z-3,ENTRY
2026-07-02T03:42:23.855595,W-70,Z-6,ENTRY
2026-07-02T03:42:23.855595,W-164,Z-6,ENTRY
2026-07-02T03:42:23.855595,W-61,Z-9,ENTRY
2026-07-02T03:42:23.855595,W-213,Z-2,ENTRY
2026-07-02T03:42:23.855595,W-96,Z-2,ENTRY
2026-07-02T03:42:23.855595,W-138,Z-3,ENTRY
2026-07-02T04:07:23.855595,W-38,Z-4,ENTRY
2026-07-02T04:07:23.855595,W-196,Z-9,ENTRY
2026-07-02T04:07:23.855595,W-223,Z-3,ENTRY
2026-07-02T04:07:23.855595,W-112,Z-5,ENTRY
2026-07-02T04:07:23.855595,W-219,Z-3,ENTRY
2026-07-02T04:07:23.855595,W-151,Z-6,ENTRY
2026-07-02T04:07:23.855595,W-223,Z-2,ENTRY
2026-07-02T04:07:23.855595,W-130,Z-6,ENTRY
2026-07-02T04:07:23.855595,W-48,Z-6,ENTRY
2026-07-02T04:07:23.855595,W-94,Z-8,ENTRY
2026-07-02T04:07:23.855595,W-176,Z-7,ENTRY
2026-07-02T04:07:23.855595,W-199,Z-9,ENTRY
2026-07-02T04:32:23.855595,W-87,Z-6,ENTRY
2026-07-02T04:32:23.855595,W-152,Z-1,ENTRY
2026-07-02T04:32:23.855595,W-32,Z-10,ENTRY
2026-07-02T04:32:23.855595,W-109,Z-10,ENTRY
2026-07-02T04:57:23.855595,W-217,Z-5,ENTRY
2026-07-02T04:57:23.855595,W-68,Z-9,ENTRY
2026-07-02T04:57:23.855595,W-117,Z-7,ENTRY
2026-07-02T04:57:23.855595,W-4,Z-5,ENTRY
2026-07-02T04:57:23.855595,W-132,Z-9,ENTRY
2026-07-02T04:57:23.855595,W-73,Z-10,ENTRY
2026-07-02T04:57:23.855595,W-190,Z-2,ENTRY
2026-07-02T04:57:23.855595,W-227,Z-6,ENTRY
2026-07-02T04:57:23.855595,W-189,Z-1,ENTRY
2026-07-02T05:22:23.855595,W-168,Z-5,ENTRY
2026-07-02T05:22:23.855595,W-74,Z-7,ENTRY
2026-07-02T05:22:23.855595,W-183,Z-5,ENTRY
2026-07-02T05:22:23.855595,W-11,Z-4,ENTRY
2026-07-02T05:22:23.855595,W-235,Z-6,ENTRY
2026-07-02T05:22:23.855595,W-7,Z-8,ENTRY
2026-07-02T05:22:23.855595,W-239,Z-7,ENTRY
2026-07-02T05:47:23.855595,W-89,Z-6,ENTRY
2026-07-02T05:47:23.855595,W-154,Z-4,ENTRY
2026-07-02T05:47:23.855595,W-95,Z-6,ENTRY
2026-07-02T05:47:23.855595,W-20,Z-1,ENTRY
2026-07-02T05:47:23.855595,W-130,Z-3,ENTRY
2026-07-02T05:47:23.855595,W-170,Z-3,ENTRY
2026-07-02T05:47:23.855595,W-115,Z-8,ENTRY
2026-07-02T05:47:23.855595,W-199,Z-6,ENTRY
2026-07-02T05:47:23.855595,W-77,Z-8,ENTRY
2026-07-02T06:12:23.855595,W-161,Z-8,ENTRY
2026-07-02T06:12:23.855595,W-240,Z-8,ENTRY
2026-07-02T06:12:23.855595,W-148,Z-3,ENTRY
2026-07-02T06:12:23.855595,W-95,Z-5,ENTRY
2026-07-02T06:12:23.855595,W-226,Z-2,ENTRY
2026-07-02T06:12:23.855595,W-33,Z-4,ENTRY
2026-07-02T06:12:23.855595,W-132,Z-8,ENTRY
2026-07-02T06:12:23.855595,W-38,Z-5,ENTRY
2026-07-02T06:12:23.855595,W-189,Z-10,ENTRY
2026-07-02T06:12:23.855595,W-208,Z-4,ENTRY
2026-07-02T06:12:23.855595,W-124,Z-10,ENTRY
2026-07-02T06:37:23.855595,W-5,Z-8,ENTRY
2026-07-02T06:37:23.855595,W-16,Z-5,ENTRY
2026-07-02T06:37:23.855595,W-224,Z-6,ENTRY
2026-07-02T06:37:23.855595,W-229,Z-6,ENTRY
2026-07-02T06:37:23.855595,W-154,Z-5,ENTRY
2026-07-02T06:37:23.855595,W-141,Z-5,ENTRY
2026-07-02T06:37:23.855595,W-146,Z-7,ENTRY
2026-07-02T06:37:23.855595,W-119,Z-5,ENTRY
2026-07-02T06:37:23.855595,W-112,Z-7,ENTRY
2026-07-02T06:37:23.855595,W-34,Z-4,ENTRY
2026-07-02T07:02:23.855595,W-202,Z-7,ENTRY
2026-07-02T07:02:23.855595,W-169,Z-8,ENTRY
2026-07-02T07:02:23.855595,W-31,Z-3,ENTRY
2026-07-02T07:02:23.855595,W-85,Z-6,ENTRY
2026-07-02T07:02:23.855595,W-151,Z-4,ENTRY
2026-07-02T07:02:23.855595,W-88,Z-1,ENTRY
2026-07-02T07:02:23.855595,W-239,Z-3,ENTRY
2026-07-02T07:02:23.855595,W-199,Z-8,ENTRY
2026-07-02T07:02:23.855595,W-111,Z-8,ENTRY
2026-07-02T07:02:23.855595,W-68,Z-10,ENTRY
2026-07-02T07:27:23.855595,W-97,Z-5,ENTRY
2026-07-02T07:27:23.855595,W-32,Z-3,ENTRY
2026-07-02T07:27:23.855595,W-234,Z-3,ENTRY
2026-07-02T07:27:23.855595,W-126,Z-3,ENTRY
2026-07-02T07:27:23.855595,W-174,Z-8,ENTRY
2026-07-02T07:52:23.855595,W-93,Z-4,ENTRY
2026-07-02T07:52:23.855595,W-207,Z-2,ENTRY
2026-07-02T07:52:23.855595,W-242,Z-5,ENTRY
2026-07-02T07:52:23.855595,W-210,Z-6,ENTRY
2026-07-02T07:52:23.855595,W-243,Z-2,ENTRY
2026-07-02T07:52:23.855595,W-178,Z-4,ENTRY
2026-07-02T07:52:23.855595,W-71,Z-2,ENTRY
2026-07-02T07:52:23.855595,W-128,Z-1,ENTRY
2026-07-02T07:52:23.855595,W-15,Z-6,ENTRY
2026-07-02T07:52:23.855595,W-73,Z-6,ENTRY
2026-07-02T07:52:23.855595,W-87,Z-9,ENTRY
2026-07-02T08:17:23.855595,W-203,Z-5,ENTRY
2026-07-02T08:17:23.855595,W-91,Z-6,ENTRY
2026-07-02T08:17:23.855595,W-160,Z-6,ENTRY
2026-07-02T08:17:23.855595,W-228,Z-6,ENTRY
2026-07-02T08:17:23.855595,W-237,Z-7,ENTRY
2026-07-02T08:17:23.855595,W-246,Z-2,ENTRY
2026-07-02T08:17:23.855595,W-109,Z-9,ENTRY
2026-07-02T08:42:23.855595,W-53,Z-6,ENTRY
2026-07-02T08:42:23.855595,W-204,Z-8,ENTRY
2026-07-02T08:42:23.855595,W-180,Z-7,ENTRY
2026-07-02T08:42:23.855595,W-107,Z-9,ENTRY
2026-07-02T08:42:23.855595,W-14,Z-9,ENTRY
2026-07-02T08:42:23.855595,W-211,Z-10,ENTRY
2026-07-02T08:42:23.855595,W-92,Z-1,ENTRY
2026-07-02T08:42:23.855595,W-78,Z-10,ENTRY
2026-07-02T09:07:23.855595,W-8,Z-9,ENTRY
2026-07-02T09:07:23.855595,W-107,Z-1,ENTRY
2026-07-02T09:07:23.855595,W-21,Z-8,ENTRY
2026-07-02T09:07:23.855595,W-23,Z-6,ENTRY
2026-07-02T09:07:23.855595,W-234,Z-6,ENTRY
2026-07-02T09:32:23.855595,W-144,Z-6,ENTRY
2026-07-02T09:32:23.855595,W-197,Z-3,ENTRY
2026-07-02T09:32:23.855595,W-24,Z-10,ENTRY
2026-07-02T09:32:23.855595,W-117,Z-10,ENTRY
2026-07-02T09:32:23.855595,W-60,Z-4,ENTRY
2026-07-02T09:32:23.855595,W-101,Z-9,ENTRY
2026-07-02T09:32:23.855595,W-99,Z-1,ENTRY
2026-07-02T09:32:23.855595,W-200,Z-10,ENTRY
2026-07-02T09:32:23.855595,W-175,Z-4,ENTRY
2026-07-02T09:32:23.855595,W-172,Z-7,ENTRY
2026-07-02T09:32:23.855595,W-10,Z-9,ENTRY
2026-07-02T09:57:23.855595,W-166,Z-1,ENTRY
2026-07-02T09:57:23.855595,W-23,Z-1,ENTRY
2026-07-02T09:57:23.855595,W-95,Z-6,ENTRY
2026-07-02T09:57:23.855595,W-203,Z-9,ENTRY
2026-07-02T09:57:23.855595,W-51,Z-10,ENTRY
2026-07-02T09:57:23.855595,W-21,Z-2,ENTRY
2026-07-02T09:57:23.855595,W-28,Z-6,ENTRY
2026-07-02T09:57:23.855595,W-216,Z-4,ENTRY
2026-07-02T09:57:23.855595,W-45,Z-1,ENTRY
2026-07-02T09:57:23.855595,W-42,Z-7,ENTRY
2026-07-02T10:22:23.855595,W-13,Z-1,ENTRY
2026-07-02T10:22:23.855595,W-157,Z-4,ENTRY
2026-07-02T10:22:23.855595,W-176,Z-4,ENTRY
2026-07-02T10:22:23.855595,W-182,Z-4,ENTRY
2026-07-02T10:22:23.855595,W-241,Z-10,ENTRY
2026-07-02T10:22:23.855595,W-111,Z-4,ENTRY
2026-07-02T10:22:23.855595,W-128,Z-10,ENTRY
2026-07-02T10:22:23.855595,W-11,Z-3,ENTRY
2026-07-02T10:22:23.855595,W-233,Z-1,ENTRY
2026-07-02T10:47:23.855595,W-140,Z-9,ENTRY
2026-07-02T10:47:23.855595,W-163,Z-8,ENTRY
2026-07-02T10:47:23.855595,W-133,Z-3,ENTRY
